Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,City,Region,Category,Sub_Category,Product_ID,Product_Name,Sales_Person,Quantity,Unit_Price,Discount,Sales,Profit,Shipping_Cost,Payment_Mode,Return_Status,Customer_Rating,Year,Month,Quarter
ORD-10106,11/26/2023,12/1/2023,Standard Class,CUST-1164,Divya Rao,Consumer,Ranchi,East,Sports,Equipment,PROD-146,Equipment Model A,Divya Rao,12,3787.08,0.05,43172.71,9961.62,126.4,Cash,No,3,2023,November,Q4
ORD-10107,10/15/2023,10/17/2023,Second Class,CUST-3077,Meena Iyer,Home Office,Nagpur,West,Clothing,Trousers,PROD-948,Trousers Model X,Meena Iyer,13,4953.55,0.25,48297.11,14623.43,182.18,Net Banking,Yes,5,2023,October,Q4
ORD-10108,9/23/2023,9/30/2023,Standard Class,CUST-4179,Meena Iyer,Corporate,Guwahati,East,Electronics,Tablets,PROD-692,Tablets Model X,Meena Iyer,1,3004.7,0.1,2704.23,919.77,237.04,Cash,No,1,2023,September,Q3
ORD-10109,8/14/2022,8/16/2022,Second Class,CUST-2680,Meena Iyer,Consumer,Jabalpur,Central,Furniture,Cabinets,PROD-613,Cabinets Model Z,Meena Iyer,1,2233.14,0.15,1898.17,181.14,210.25,Credit Card,Yes,1,2022,August,Q3
ORD-10110,10/5/2023,10/7/2023,Same Day,CUST-4553,Suresh Pillai,Home Office,Mysuru,South,Furniture,Shelves,PROD-838,Shelves Model Y,Suresh Pillai,15,4565.01,0.1,61627.64,13181.04,206,UPI,No,5,2023,October,Q4
ORD-10111,8/15/2023,8/21/2023,First Class,CUST-4824,Karan Mehta,Home Office,Pune,West,Furniture,Shelves,PROD-914,Shelves Model Y,Karan Mehta,7,3466.69,0.15,20626.81,2993.2,111.15,Debit Card,No,3,2023,August,Q3
ORD-10112,3/28/2022,3/31/2022,First Class,CUST-1876,Karan Mehta,Corporate,Amritsar,North,Sports,Accessories,PROD-306,Accessories Model Z,Karan Mehta,3,1764.5,0.15,4499.47,1110.43,226.73,Debit Card,No,5,2022,March,Q1
ORD-10113,4/22/2023,4/23/2023,Standard Class,CUST-1563,Sneha Nair,Consumer,Bhubaneswar,East,Electronics,Phones,PROD-105,Phones Model X,Sneha Nair,4,2095.84,0.25,6287.52,1205.45,207.55,UPI,No,4,2023,April,Q2
ORD-10114,4/21/2023,4/26/2023,First Class,CUST-4825,Priya Sharma,Corporate,Surat,West,Furniture,Shelves,PROD-137,Shelves Model Z,Priya Sharma,2,4570.49,0.05,8683.93,1522.86,252.91,Credit Card,Yes,4,2023,April,Q2
ORD-10115,7/19/2024,7/25/2024,Standard Class,CUST-1789,Karan Mehta,Corporate,Hyderabad,South,Electronics,Laptops,PROD-928,Laptops Model A,Karan Mehta,18,2645.38,0.05,45236,13811.36,145.73,Net Banking,No,2,2024,July,Q3
ORD-10116,1/31/2023,2/2/2023,First Class,CUST-1355,Meena Iyer,Home Office,Ahmedabad,West,Furniture,Chairs,PROD-510,Chairs Model Y,Meena Iyer,20,4287.93,0.15,72894.81,21729.72,159.43,Net Banking,No,2,2023,January,Q1
ORD-10117,7/3/2024,7/10/2024,First Class,CUST-2071,Sneha Nair,Consumer,Kochi,South,Office Supplies,Paper,PROD-769,Paper Model C,Sneha Nair,9,4772.47,0.1,38657.01,8687.71,176.13,Cash,No,1,2024,July,Q3
ORD-10118,1/23/2024,1/28/2024,First Class,CUST-3481,Karan Mehta,Corporate,Jaipur,North,Office Supplies,Paper,PROD-482,Paper Model D,Karan Mehta,8,1134.69,0.05,8623.64,1668.28,141.94,Credit Card,Yes,5,2024,January,Q1
ORD-10119,6/9/2022,6/14/2022,Same Day,CUST-3198,Divya Rao,Home Office,Chennai,South,Sports,Equipment,PROD-253,Equipment Model B,Divya Rao,4,355.7,0.2,1138.24,365.22,68.63,UPI,No,5,2022,June,Q2
ORD-10120,9/28/2022,10/3/2022,Same Day,CUST-2262,Anita Joshi,Consumer,Mumbai,West,Furniture,Cabinets,PROD-840,Cabinets Model A,Anita Joshi,14,2311.15,0,32356.1,7041.95,205.1,Credit Card,Yes,3,2022,September,Q3
ORD-10121,5/4/2022,5/5/2022,Same Day,CUST-3627,Priya Sharma,Consumer,Chandigarh,North,Sports,Equipment,PROD-846,Equipment Model Y,Priya Sharma,16,207.09,0.15,2816.42,292.89,49.27,Net Banking,Yes,3,2022,May,Q2
ORD-10122,1/1/2023,1/6/2023,Second Class,CUST-4097,Priya Sharma,Consumer,Surat,West,Clothing,Shoes,PROD-123,Shoes Model C,Priya Sharma,13,2667.77,0.25,26010.76,8937.75,252.1,Net Banking,Yes,5,2023,January,Q1
ORD-10123,7/19/2023,7/21/2023,Same Day,CUST-4619,Ravi Verma,Consumer,Nagpur,West,Clothing,Trousers,PROD-116,Trousers Model B,Ravi Verma,4,209.48,0.25,628.44,110.46,232.16,Net Banking,No,1,2023,July,Q3
ORD-10124,4/3/2024,4/7/2024,Standard Class,CUST-3063,Amit Kumar,Home Office,Amritsar,North,Electronics,Accessories,PROD-396,Accessories Model B,Amit Kumar,8,2721.81,0.3,15242.14,4711.64,26.37,Debit Card,No,5,2024,April,Q2
ORD-10125,7/18/2023,7/19/2023,Second Class,CUST-2749,Karan Mehta,Consumer,Raipur,Central,Furniture,Shelves,PROD-669,Shelves Model D,Karan Mehta,18,4745.18,0.25,64059.93,20721.68,191.54,Cash,No,3,2023,July,Q3
ORD-10126,1/12/2023,1/19/2023,Second Class,CUST-1591,Suresh Pillai,Corporate,Nagpur,West,Office Supplies,Staples,PROD-925,Staples Model D,Suresh Pillai,18,2393.92,0.3,30163.39,3547.32,258.69,Net Banking,No,5,2023,January,Q1
ORD-10127,11/8/2023,11/14/2023,Second Class,CUST-4397,Sneha Nair,Corporate,Surat,West,Sports,Apparel,PROD-295,Apparel Model A,Sneha Nair,3,4615.02,0.3,9691.54,1563.47,165.33,Net Banking,No,4,2023,November,Q4
ORD-10128,11/13/2023,11/16/2023,Second Class,CUST-4089,Sneha Nair,Consumer,Gwalior,Central,Electronics,Laptops,PROD-590,Laptops Model B,Sneha Nair,1,1098.45,0.05,1043.53,353.36,44.02,Cash,No,4,2023,November,Q4
ORD-10129,9/24/2023,9/27/2023,Same Day,CUST-3959,Divya Rao,Corporate,Mysuru,South,Office Supplies,Binders,PROD-580,Binders Model Z,Divya Rao,12,2588.44,0.15,26402.09,5011.15,242.82,UPI,No,2,2023,September,Q3
ORD-10130,6/19/2023,6/24/2023,Second Class,CUST-1942,Amit Kumar,Home Office,Patna,East,Clothing,Shirts,PROD-488,Shirts Model X,Amit Kumar,19,2916.76,0.15,47105.67,6526.85,66.9,Debit Card,No,4,2023,June,Q2
ORD-10131,12/23/2023,12/25/2023,Same Day,CUST-3628,Ravi Verma,Home Office,Raipur,Central,Office Supplies,Staples,PROD-160,Staples Model X,Ravi Verma,5,3615.55,0.15,15366.09,1616.73,267.92,Cash,No,1,2023,December,Q4
ORD-10132,1/19/2022,1/21/2022,Second Class,CUST-3525,Ravi Verma,Home Office,Delhi,North,Clothing,Trousers,PROD-594,Trousers Model Y,Ravi Verma,17,2307.25,0,39223.25,9231.21,203.36,Credit Card,Yes,1,2022,January,Q1
ORD-10133,8/11/2023,8/12/2023,Standard Class,CUST-1734,Karan Mehta,Consumer,Amritsar,North,Sports,Accessories,PROD-209,Accessories Model A,Karan Mehta,17,4075.13,0.25,51957.91,9309.4,282.52,UPI,No,2,2023,August,Q3
ORD-10134,2/4/2024,2/8/2024,First Class,CUST-4472,Priya Sharma,Corporate,Mysuru,South,Sports,Footwear,PROD-182,Footwear Model Y,Priya Sharma,15,2846.76,0.25,32026.05,3771.3,208.37,Cash,No,1,2024,February,Q1
ORD-10135,10/20/2024,10/27/2024,Standard Class,CUST-1390,Priya Sharma,Consumer,Surat,West,Clothing,Shoes,PROD-640,Shoes Model A,Priya Sharma,14,3242.29,0.1,40852.85,8977.7,258.81,Debit Card,No,2,2024,October,Q4
ORD-10136,3/9/2022,3/11/2022,First Class,CUST-3919,Meena Iyer,Consumer,Jabalpur,Central,Office Supplies,Pens,PROD-940,Pens Model D,Meena Iyer,11,127.51,0.05,1332.48,301.29,228.15,UPI,No,3,2022,March,Q1
ORD-10137,6/10/2022,6/15/2022,First Class,CUST-3478,Ravi Verma,Home Office,Mysuru,South,Furniture,Cabinets,PROD-887,Cabinets Model X,Ravi Verma,12,315.8,0.15,3221.16,385.39,32.05,Cash,Yes,3,2022,June,Q2
ORD-10138,6/3/2024,6/5/2024,First Class,CUST-2009,Suresh Pillai,Consumer,Lucknow,North,Clothing,Shoes,PROD-830,Shoes Model A,Suresh Pillai,19,3320.33,0,63086.27,17768.26,95.66,UPI,No,3,2024,June,Q2
ORD-10139,1/11/2022,1/14/2022,First Class,CUST-2765,Priya Sharma,Corporate,Kochi,South,Furniture,Cabinets,PROD-559,Cabinets Model X,Priya Sharma,15,1831.59,0.1,24726.47,1994.67,35.32,Credit Card,Yes,1,2022,January,Q1
ORD-10140,8/21/2023,8/25/2023,First Class,CUST-1994,Amit Kumar,Home Office,Delhi,North,Office Supplies,Pens,PROD-685,Pens Model X,Amit Kumar,13,3906.89,0.25,38092.18,12202.48,272.51,Cash,No,4,2023,August,Q3
ORD-10141,12/9/2022,12/13/2022,Same Day,CUST-4867,Priya Sharma,Corporate,Chennai,South,Office Supplies,Binders,PROD-352,Binders Model Y,Priya Sharma,9,2134.46,0.15,16328.62,4650.39,114.73,Debit Card,Yes,5,2022,December,Q4
ORD-10142,11/12/2023,11/19/2023,First Class,CUST-4340,Suresh Pillai,Consumer,Indore,Central,Clothing,Shirts,PROD-943,Shirts Model Z,Suresh Pillai,20,1930.46,0.3,27026.44,4023.22,107.07,Credit Card,No,3,2023,November,Q4
ORD-10143,8/20/2023,8/26/2023,Second Class,CUST-4344,Divya Rao,Corporate,Ranchi,East,Furniture,Cabinets,PROD-904,Cabinets Model D,Divya Rao,16,4840.43,0.3,54212.82,6653.39,119.06,Cash,No,1,2023,August,Q3
ORD-10144,6/16/2024,6/23/2024,Standard Class,CUST-2675,Sneha Nair,Home Office,Indore,Central,Sports,Apparel,PROD-789,Apparel Model D,Sneha Nair,10,4164.84,0,41648.4,12315,240.74,Cash,No,3,2024,June,Q2
ORD-10145,9/8/2024,9/13/2024,Standard Class,CUST-4238,Meena Iyer,Corporate,Hyderabad,South,Furniture,Cabinets,PROD-468,Cabinets Model Y,Meena Iyer,13,2695.12,0.3,24525.59,6315.65,167.66,Cash,No,1,2024,September,Q3
ORD-10146,8/5/2022,8/6/2022,Same Day,CUST-3816,Suresh Pillai,Home Office,Hyderabad,South,Furniture,Chairs,PROD-689,Chairs Model B,Suresh Pillai,4,1330.75,0.2,4258.4,1167.04,171.82,Net Banking,Yes,3,2022,August,Q3
ORD-10147,8/29/2023,9/2/2023,Standard Class,CUST-2865,Priya Sharma,Corporate,Surat,West,Sports,Apparel,PROD-903,Apparel Model B,Priya Sharma,3,624.54,0.25,1405.21,129.99,100.45,Cash,Yes,3,2023,August,Q3
ORD-10148,8/24/2022,8/25/2022,Standard Class,CUST-4033,Amit Kumar,Corporate,Mumbai,West,Clothing,Shoes,PROD-349,Shoes Model X,Amit Kumar,11,3257.45,0.25,26873.96,7793.85,279.68,Net Banking,No,5,2022,August,Q3
ORD-10149,1/17/2023,1/23/2023,Second Class,CUST-3425,Ravi Verma,Corporate,Hyderabad,South,Sports,Accessories,PROD-539,Accessories Model D,Ravi Verma,14,2008.13,0.25,21085.36,4938.87,67.22,Cash,No,2,2023,January,Q1
ORD-10150,2/8/2023,2/12/2023,Second Class,CUST-2283,Divya Rao,Home Office,Hyderabad,South,Electronics,Laptops,PROD-711,Laptops Model D,Divya Rao,4,1348.65,0.3,3776.22,743.33,290.12,Net Banking,Yes,5,2023,February,Q1
ORD-10151,6/23/2022,6/29/2022,Second Class,CUST-3840,Meena Iyer,Home Office,Lucknow,North,Office Supplies,Staples,PROD-244,Staples Model X,Meena Iyer,5,1600.27,0.05,7601.28,1076.45,63.08,Net Banking,Yes,4,2022,June,Q2
ORD-10152,12/21/2022,12/26/2022,Second Class,CUST-3537,Rohit Gupta,Corporate,Indore,Central,Sports,Accessories,PROD-154,Accessories Model Z,Rohit Gupta,6,2473.73,0.05,14100.26,1496.45,254.18,Cash,No,1,2022,December,Q4
ORD-10153,5/1/2024,5/7/2024,Same Day,CUST-1903,Anita Joshi,Home Office,Pune,West,Furniture,Cabinets,PROD-399,Cabinets Model A,Anita Joshi,15,2469.06,0,37035.9,8133.8,240.81,Cash,No,2,2024,May,Q2
ORD-10154,8/20/2022,8/25/2022,Same Day,CUST-4369,Rohit Gupta,Home Office,Raipur,Central,Furniture,Cabinets,PROD-874,Cabinets Model A,Rohit Gupta,4,1376.05,0.2,4403.36,1307.73,116.39,UPI,Yes,5,2022,August,Q3
ORD-10155,12/15/2023,12/22/2023,Standard Class,CUST-4320,Karan Mehta,Corporate,Kochi,South,Electronics,Phones,PROD-855,Phones Model X,Karan Mehta,3,2223.4,0,6670.2,1885.6,78.71,Cash,No,5,2023,December,Q4
ORD-10156,12/20/2023,12/25/2023,Second Class,CUST-2185,Meena Iyer,Consumer,Pune,West,Sports,Apparel,PROD-686,Apparel Model C,Meena Iyer,9,3004.45,0.05,25688.05,3778.61,214.18,Credit Card,No,2,2023,December,Q4
ORD-10157,10/22/2023,10/29/2023,Second Class,CUST-3590,Ravi Verma,Home Office,Mumbai,West,Office Supplies,Paper,PROD-375,Paper Model Y,Ravi Verma,8,3819.29,0.25,22915.74,3845.5,51.23,Debit Card,Yes,4,2023,October,Q4
ORD-10158,9/26/2024,9/29/2024,First Class,CUST-4981,Anita Joshi,Home Office,Mumbai,West,Electronics,Accessories,PROD-569,Accessories Model Y,Anita Joshi,19,62.24,0.3,827.79,251.77,37.01,Net Banking,No,1,2024,September,Q3
ORD-10159,8/4/2023,8/7/2023,Same Day,CUST-4662,Divya Rao,Consumer,Jabalpur,Central,Furniture,Cabinets,PROD-798,Cabinets Model Z,Divya Rao,18,2910.77,0.2,41915.09,12814.57,238.61,Net Banking,No,1,2023,August,Q3
ORD-10160,5/26/2024,5/28/2024,Same Day,CUST-2122,Amit Kumar,Consumer,Jaipur,North,Electronics,Laptops,PROD-195,Laptops Model Y,Amit Kumar,5,4416.63,0.1,19874.84,1941.64,280.49,Cash,No,3,2024,May,Q2
ORD-10161,7/6/2022,7/12/2022,First Class,CUST-3127,Suresh Pillai,Corporate,Lucknow,North,Furniture,Chairs,PROD-796,Chairs Model D,Suresh Pillai,4,55.38,0.15,188.29,13.82,182.17,Debit Card,No,1,2022,July,Q3
ORD-10162,7/2/2022,7/8/2022,Standard Class,CUST-4168,Suresh Pillai,Corporate,Kolkata,East,Clothing,Trousers,PROD-932,Trousers Model Z,Suresh Pillai,4,560.85,0.1,2019.06,634.58,49.77,Debit Card,No,2,2022,July,Q3
ORD-10163,3/13/2023,3/19/2023,Second Class,CUST-1355,Divya Rao,Home Office,Amritsar,North,Sports,Equipment,PROD-202,Equipment Model B,Divya Rao,5,4603.48,0.2,18413.92,4713.41,259.39,Cash,No,5,2023,March,Q1
ORD-10164,5/24/2023,5/29/2023,Second Class,CUST-1109,Priya Sharma,Consumer,Ahmedabad,West,Clothing,Jackets,PROD-968,Jackets Model Z,Priya Sharma,20,3020.04,0.2,48320.64,6546.3,282.97,Net Banking,No,2,2023,May,Q2
ORD-10165,5/6/2023,5/10/2023,Same Day,CUST-4640,Amit Kumar,Home Office,Gwalior,Central,Sports,Apparel,PROD-112,Apparel Model C,Amit Kumar,13,608.08,0.15,6719.28,1622.2,30.59,Net Banking,No,2,2023,May,Q2
ORD-10166,2/4/2022,2/9/2022,Second Class,CUST-4232,Priya Sharma,Home Office,Nagpur,West,Clothing,Jackets,PROD-507,Jackets Model X,Priya Sharma,3,118.28,0.05,337.1,20.88,27.54,Cash,No,5,2022,February,Q1
ORD-10167,9/27/2023,9/28/2023,Second Class,CUST-3402,Priya Sharma,Home Office,Surat,West,Clothing,Shirts,PROD-749,Shirts Model Z,Priya Sharma,17,4608.58,0.3,54842.1,5298.47,104.76,Net Banking,No,3,2023,September,Q3
ORD-10168,4/23/2022,4/26/2022,Same Day,CUST-3033,Anita Joshi,Consumer,Pune,West,Electronics,Phones,PROD-455,Phones Model X,Anita Joshi,6,641.24,0.25,2885.58,263.06,13.29,Credit Card,No,2,2022,April,Q2
ORD-10169,12/8/2024,12/9/2024,First Class,CUST-3092,Karan Mehta,Consumer,Bhubaneswar,East,Office Supplies,Pens,PROD-468,Pens Model A,Karan Mehta,9,3576,0.2,25747.2,6134.52,153.88,Cash,Yes,5,2024,December,Q4
ORD-10170,1/6/2022,1/7/2022,Standard Class,CUST-1733,Rohit Gupta,Consumer,Hyderabad,South,Furniture,Shelves,PROD-978,Shelves Model A,Rohit Gupta,1,1260.53,0.15,1071.45,170.57,276.87,Debit Card,Yes,2,2022,January,Q1
ORD-10171,9/2/2022,9/7/2022,Standard Class,CUST-2642,Divya Rao,Corporate,Bhubaneswar,East,Clothing,Jackets,PROD-170,Jackets Model D,Divya Rao,2,937.75,0.3,1312.85,268.78,23.32,UPI,No,3,2022,September,Q3
ORD-10172,9/15/2023,9/21/2023,First Class,CUST-4164,Karan Mehta,Consumer,Kolkata,East,Sports,Accessories,PROD-894,Accessories Model B,Karan Mehta,20,1250.79,0.1,22514.22,5122.15,153.07,Debit Card,No,2,2023,September,Q3
ORD-10173,1/3/2022,1/10/2022,First Class,CUST-1975,Divya Rao,Home Office,Jaipur,North,Electronics,Phones,PROD-529,Phones Model D,Divya Rao,13,4252.58,0.25,41462.65,5898.19,69.51,Credit Card,No,2,2022,January,Q1
ORD-10174,6/23/2022,6/28/2022,Same Day,CUST-3325,Anita Joshi,Home Office,Kolkata,East,Electronics,Phones,PROD-163,Phones Model D,Anita Joshi,4,2551.87,0.25,7655.61,2265.98,31.7,Net Banking,No,2,2022,June,Q2
ORD-10175,7/11/2023,7/13/2023,First Class,CUST-1636,Anita Joshi,Home Office,Patna,East,Office Supplies,Staples,PROD-208,Staples Model B,Anita Joshi,3,4720.6,0.05,13453.71,3820.6,179.57,Net Banking,Yes,4,2023,July,Q3
ORD-10176,6/27/2023,7/4/2023,Same Day,CUST-3854,Anita Joshi,Consumer,Guwahati,East,Electronics,Tablets,PROD-717,Tablets Model A,Anita Joshi,4,497.58,0.3,1393.22,356.41,249.65,Net Banking,No,3,2023,June,Q2
ORD-10177,12/23/2022,12/24/2022,Standard Class,CUST-2892,Karan Mehta,Corporate,Bengaluru,South,Furniture,Shelves,PROD-204,Shelves Model Z,Karan Mehta,13,4280.28,0.2,44514.91,12215.94,82.46,Net Banking,No,1,2022,December,Q4
ORD-10178,6/15/2023,6/22/2023,Same Day,CUST-4314,Priya Sharma,Consumer,Delhi,North,Furniture,Tables,PROD-231,Tables Model A,Priya Sharma,3,157.91,0,473.73,51.79,197.34,Net Banking,No,1,2023,June,Q2
ORD-10179,3/2/2022,3/6/2022,Same Day,CUST-2826,Anita Joshi,Home Office,Jaipur,North,Electronics,Phones,PROD-252,Phones Model A,Anita Joshi,14,905.4,0.05,12041.82,3883.38,89.74,Cash,No,3,2022,March,Q1
ORD-10180,10/9/2022,10/13/2022,Standard Class,CUST-4285,Suresh Pillai,Consumer,Surat,West,Sports,Accessories,PROD-656,Accessories Model Z,Suresh Pillai,7,3231.13,0.3,15832.54,3289.12,192.92,Net Banking,No,4,2022,October,Q4
ORD-10181,1/4/2023,1/5/2023,First Class,CUST-1239,Karan Mehta,Corporate,Guwahati,East,Sports,Accessories,PROD-928,Accessories Model D,Karan Mehta,11,3005.73,0,33063.03,10538.16,235.78,Cash,No,5,2023,January,Q1
ORD-10182,4/25/2022,5/2/2022,Second Class,CUST-4462,Rohit Gupta,Home Office,Chennai,South,Electronics,Phones,PROD-277,Phones Model B,Rohit Gupta,8,2899.68,0.3,16238.21,2704.1,281.21,Net Banking,No,5,2022,April,Q2
ORD-10183,10/19/2022,10/24/2022,First Class,CUST-2265,Meena Iyer,Home Office,Patna,East,Sports,Equipment,PROD-279,Equipment Model D,Meena Iyer,7,4191.65,0.3,20539.08,6459.29,152.75,UPI,No,1,2022,October,Q4
ORD-10184,2/17/2023,2/24/2023,Same Day,CUST-2325,Divya Rao,Consumer,Chandigarh,North,Sports,Apparel,PROD-160,Apparel Model A,Divya Rao,5,1736.76,0.05,8249.61,2686.36,254.84,Credit Card,No,5,2023,February,Q1
ORD-10185,7/26/2022,7/29/2022,First Class,CUST-3618,Meena Iyer,Consumer,Bengaluru,South,Sports,Footwear,PROD-598,Footwear Model Y,Meena Iyer,10,1646.89,0.05,15645.45,4219.67,136.69,Cash,No,2,2022,July,Q3
ORD-10186,8/27/2023,8/29/2023,Second Class,CUST-4157,Karan Mehta,Home Office,Gwalior,Central,Office Supplies,Paper,PROD-681,Paper Model A,Karan Mehta,6,3657.71,0.25,16459.69,5507.57,123.56,Cash,No,5,2023,August,Q3
ORD-10187,5/3/2023,5/6/2023,Second Class,CUST-3987,Priya Sharma,Corporate,Ranchi,East,Furniture,Chairs,PROD-443,Chairs Model D,Priya Sharma,11,881.04,0,9691.44,2873.5,204.31,Net Banking,No,3,2023,May,Q2
ORD-10188,3/1/2024,3/5/2024,Standard Class,CUST-3236,Amit Kumar,Corporate,Chennai,South,Electronics,Tablets,PROD-484,Tablets Model A,Amit Kumar,14,4847.05,0.15,57679.89,11416.27,119.83,Credit Card,Yes,5,2024,March,Q1
ORD-10189,6/19/2023,6/20/2023,First Class,CUST-4857,Divya Rao,Consumer,Chennai,South,Clothing,Shirts,PROD-195,Shirts Model C,Divya Rao,3,1741.95,0.15,4441.97,436.52,31.75,Credit Card,Yes,1,2023,June,Q2
ORD-10190,2/25/2023,2/27/2023,Standard Class,CUST-3705,Divya Rao,Consumer,Pune,West,Sports,Accessories,PROD-388,Accessories Model C,Divya Rao,14,3501.12,0.25,36761.76,12045.8,166.64,Credit Card,No,1,2023,February,Q1
ORD-10191,5/25/2024,5/26/2024,Standard Class,CUST-1105,Amit Kumar,Consumer,Jaipur,North,Sports,Accessories,PROD-311,Accessories Model B,Amit Kumar,10,4128.29,0.25,30962.18,7123.3,67.91,Net Banking,No,1,2024,May,Q2
ORD-10192,3/4/2024,3/6/2024,Same Day,CUST-2801,Priya Sharma,Corporate,Mumbai,West,Office Supplies,Staples,PROD-576,Staples Model C,Priya Sharma,12,4433.19,0.1,47878.45,5073.91,22.94,Net Banking,No,3,2024,March,Q1
ORD-10193,4/11/2023,4/16/2023,First Class,CUST-3814,Suresh Pillai,Consumer,Bhopal,Central,Furniture,Chairs,PROD-987,Chairs Model D,Suresh Pillai,2,4211.95,0.3,5896.73,1219.29,290.03,UPI,No,4,2023,April,Q2
ORD-10194,12/21/2022,12/23/2022,Second Class,CUST-3798,Anita Joshi,Home Office,Kolkata,East,Clothing,Shirts,PROD-545,Shirts Model B,Anita Joshi,7,4051.88,0.05,26945,1692.22,32.73,Credit Card,No,5,2022,December,Q4
ORD-10195,7/20/2023,7/25/2023,Same Day,CUST-3140,Divya Rao,Corporate,Patna,East,Electronics,Laptops,PROD-900,Laptops Model D,Divya Rao,15,4589.95,0,68849.25,19688.49,190.69,UPI,No,4,2023,July,Q3
ORD-10196,12/6/2023,12/10/2023,Standard Class,CUST-1705,Rohit Gupta,Consumer,Chennai,South,Sports,Equipment,PROD-382,Equipment Model D,Rohit Gupta,9,1946.07,0.15,14887.44,3299.16,147.18,Net Banking,No,5,2023,December,Q4
ORD-10197,7/5/2023,7/8/2023,Second Class,CUST-3013,Anita Joshi,Corporate,Jabalpur,Central,Electronics,Accessories,PROD-978,Accessories Model Y,Anita Joshi,1,1722.44,0.3,1205.71,169.9,91.3,Credit Card,No,2,2023,July,Q3
ORD-10198,1/20/2023,1/24/2023,Same Day,CUST-4552,Priya Sharma,Corporate,Hyderabad,South,Clothing,Jackets,PROD-482,Jackets Model Z,Priya Sharma,7,4571.49,0.15,27200.37,7406.21,230.25,UPI,No,5,2023,January,Q1
ORD-10199,2/16/2023,2/23/2023,Standard Class,CUST-1815,Sneha Nair,Consumer,Bengaluru,South,Office Supplies,Staples,PROD-380,Staples Model C,Sneha Nair,2,1284.98,0.15,2184.47,142.36,114.51,Debit Card,Yes,5,2023,February,Q1
ORD-10200,12/30/2022,1/6/2023,Same Day,CUST-2059,Anita Joshi,Corporate,Mumbai,West,Electronics,Phones,PROD-866,Phones Model Z,Anita Joshi,16,2955.06,0.1,42552.86,6522.28,252.92,UPI,No,3,2022,December,Q4
ORD-10201,2/28/2023,3/3/2023,Second Class,CUST-1036,Sneha Nair,Home Office,Jaipur,North,Electronics,Phones,PROD-585,Phones Model B,Sneha Nair,14,2590.74,0.3,25389.25,7212.86,232.6,Debit Card,No,5,2023,February,Q1
ORD-10202,12/16/2023,12/20/2023,First Class,CUST-2626,Suresh Pillai,Home Office,Chandigarh,North,Office Supplies,Binders,PROD-698,Binders Model A,Suresh Pillai,9,1130.13,0.1,9154.05,2317.43,249.05,Cash,No,5,2023,December,Q4
ORD-10203,11/20/2023,11/23/2023,Standard Class,CUST-3668,Priya Sharma,Corporate,Ranchi,East,Sports,Footwear,PROD-405,Footwear Model B,Priya Sharma,11,4314.38,0.1,42712.36,10542.94,286.13,Cash,No,5,2023,November,Q4
ORD-10204,10/15/2024,10/18/2024,First Class,CUST-3900,Amit Kumar,Home Office,Bengaluru,South,Sports,Accessories,PROD-685,Accessories Model Z,Amit Kumar,9,4539.21,0.15,34724.96,5781.1,20.24,Debit Card,No,3,2024,October,Q4
ORD-10205,1/6/2023,1/9/2023,First Class,CUST-4124,Rohit Gupta,Home Office,Mysuru,South,Clothing,Jackets,PROD-287,Jackets Model Y,Rohit Gupta,4,2380.37,0.25,7141.11,911.17,244.42,Debit Card,No,1,2023,January,Q1
ORD-10206,8/26/2023,8/30/2023,First Class,CUST-3542,Karan Mehta,Corporate,Hyderabad,South,Furniture,Shelves,PROD-172,Shelves Model D,Karan Mehta,4,2379.16,0.3,6661.65,1600.92,178.29,Net Banking,No,5,2023,August,Q3
ORD-10207,2/15/2023,2/18/2023,Standard Class,CUST-1738,Ravi Verma,Corporate,Jaipur,North,Sports,Footwear,PROD-897,Footwear Model A,Ravi Verma,14,4936.6,0.15,58745.54,5461.41,260.09,Debit Card,Yes,3,2023,February,Q1
ORD-10208,11/21/2022,11/25/2022,First Class,CUST-4953,Ravi Verma,Corporate,Hyderabad,South,Electronics,Laptops,PROD-588,Laptops Model D,Ravi Verma,3,690.56,0.15,1760.93,422.7,126.98,Debit Card,No,1,2022,November,Q4
ORD-10209,5/25/2023,5/27/2023,Second Class,CUST-1684,Amit Kumar,Corporate,Indore,Central,Office Supplies,Pens,PROD-166,Pens Model Z,Amit Kumar,12,1594.86,0,19138.32,3159.07,180.71,Credit Card,No,3,2023,May,Q2
ORD-10210,1/6/2024,1/13/2024,Second Class,CUST-3978,Anita Joshi,Corporate,Guwahati,East,Sports,Footwear,PROD-234,Footwear Model B,Anita Joshi,7,866.17,0.3,4244.23,725.84,76.24,Net Banking,No,5,2024,January,Q1
ORD-10211,12/31/2024,1/5/2025,Standard Class,CUST-1080,Karan Mehta,Home Office,Indore,Central,Electronics,Tablets,PROD-149,Tablets Model Y,Karan Mehta,2,2989.92,0,5979.84,1486.53,199.53,Cash,No,4,2024,December,Q4
ORD-10212,9/9/2023,9/13/2023,Second Class,CUST-2715,Amit Kumar,Corporate,Surat,West,Electronics,Tablets,PROD-950,Tablets Model A,Amit Kumar,4,3329.29,0.1,11985.44,2838.62,213.21,Debit Card,No,3,2023,September,Q3
